year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,3,F9,Frontier Airlines,ELP,"El Paso, TX: El Paso International",55.00,11.00,2.28,0.00,3.59,0.00,5.13,2.00,1.00,667.00,151.00,0.00,117.00,0.00,399.00
2025,3,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",93.00,44.00,9.81,0.00,23.40,0.00,10.79,3.00,0.00,2588.00,575.00,0.00,869.00,0.00,1144.00
2025,3,F9,Frontier Airlines,FAR,"Fargo, ND: Hector International",21.00,2.00,0.45,0.00,0.00,0.00,1.55,1.00,0.00,118.00,27.00,0.00,0.00,0.00,91.00
2025,3,F9,Frontier Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",181.00,44.00,14.69,0.00,13.52,0.00,15.79,6.00,1.00,3496.00,880.00,0.00,964.00,0.00,1652.00
2025,3,F9,Frontier Airlines,FSD,"Sioux Falls, SD: Joe Foss Field",12.00,2.00,0.09,0.00,1.00,0.00,0.91,0.00,0.00,183.00,14.00,0.00,26.00,0.00,143.00
2025,3,F9,Frontier Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",70.00,10.00,5.27,0.00,2.91,0.00,1.82,1.00,0.00,768.00,218.00,0.00,400.00,0.00,150.00
2025,3,F9,Frontier Airlines,HOU,"Houston, TX: William P Hobby",18.00,1.00,0.98,0.00,0.02,0.00,0.00,0.00,0.00,120.00,118.00,0.00,2.00,0.00,0.00
2025,3,F9,Frontier Airlines,IAD,"Washington, DC: Washington Dulles International",91.00,34.00,6.38,0.00,13.04,0.00,14.58,3.00,0.00,2899.00,773.00,0.00,790.00,0.00,1336.00
2025,3,F9,Frontier Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",379.00,110.00,26.89,0.23,54.55,0.00,28.32,5.00,0.00,6200.00,1502.00,17.00,2596.00,0.00,2085.00
2025,3,F9,Frontier Airlines,IND,"Indianapolis, IN: Indianapolis International",77.00,14.00,4.18,0.00,1.70,0.00,8.12,4.00,0.00,837.00,267.00,0.00,55.00,0.00,515.00
2025,3,F9,Frontier Airlines,ISP,"Islip, NY: Long Island MacArthur",127.00,36.00,12.52,0.00,9.93,0.00,13.55,3.00,2.00,2311.00,939.00,0.00,599.00,0.00,773.00
2025,3,F9,Frontier Airlines,JAX,"Jacksonville, FL: Jacksonville International",51.00,11.00,5.07,0.00,0.90,0.00,5.03,0.00,0.00,2165.00,277.00,0.00,40.00,0.00,1848.00
2025,3,F9,Frontier Airlines,JFK,"New York, NY: John F. Kennedy International",191.00,54.00,19.34,0.53,20.73,0.00,13.40,2.00,0.00,3684.00,1356.00,73.00,833.00,0.00,1422.00
2025,3,F9,Frontier Airlines,LAS,"Las Vegas, NV: Harry Reid International",1066.00,260.00,56.48,2.74,67.90,0.00,132.88,18.00,0.00,19202.00,4653.00,603.00,3402.00,0.00,10544.00
2025,3,F9,Frontier Airlines,LAX,"Los Angeles, CA: Los Angeles International",442.00,95.00,22.94,0.62,20.51,0.00,50.94,3.00,0.00,5791.00,1296.00,34.00,1103.00,0.00,3358.00
2025,3,F9,Frontier Airlines,LGA,"New York, NY: LaGuardia",247.00,79.00,10.05,0.84,34.70,0.00,33.41,7.00,1.00,4712.00,550.00,56.00,1842.00,0.00,2264.00
2025,3,F9,Frontier Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",18.00,7.00,1.97,0.00,1.35,0.00,3.68,0.00,0.00,260.00,82.00,0.00,32.00,0.00,146.00
2025,3,F9,Frontier Airlines,MCO,"Orlando, FL: Orlando International",1856.00,432.00,107.16,3.58,111.84,0.00,209.43,39.00,0.00,48046.00,15269.00,610.00,9112.00,0.00,23055.00
2025,3,F9,Frontier Airlines,MDT,"Harrisburg, PA: Harrisburg International",20.00,4.00,0.18,0.00,2.89,0.00,0.94,0.00,0.00,307.00,17.00,0.00,224.00,0.00,66.00
2025,3,F9,Frontier Airlines,MDW,"Chicago, IL: Chicago Midway International",241.00,71.00,17.40,1.10,14.57,0.00,37.94,8.00,0.00,5603.00,1994.00,136.00,862.00,0.00,2611.00
2025,3,F9,Frontier Airlines,MEM,"Memphis, TN: Memphis International",12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,F9,Frontier Airlines,MIA,"Miami, FL: Miami International",449.00,107.00,23.99,0.42,33.07,0.00,49.52,11.00,4.00,8038.00,2610.00,39.00,1848.00,0.00,3541.00
2025,3,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",59.00,15.00,4.35,0.24,5.56,0.00,4.84,1.00,0.00,1259.00,394.00,12.00,158.00,0.00,695.00
2025,3,F9,Frontier Airlines,MSN,"Madison, WI: Dane County Regional-Truax Field",21.00,4.00,0.02,0.00,1.00,0.00,2.98,0.00,0.00,241.00,3.00,0.00,34.00,0.00,204.00
2025,3,F9,Frontier Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",98.00,12.00,7.26,0.00,1.20,0.00,3.54,0.00,1.00,501.00,340.00,0.00,38.00,0.00,123.00
2025,3,F9,Frontier Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",48.00,8.00,2.17,0.00,1.22,0.00,4.61,0.00,0.00,510.00,133.00,0.00,34.00,0.00,343.00
2025,3,F9,Frontier Airlines,OKC,"Oklahoma City, OK: Will Rogers World",53.00,11.00,5.57,0.00,3.18,0.00,2.25,0.00,1.00,641.00,288.00,0.00,83.00,0.00,270.00
2025,3,F9,Frontier Airlines,OMA,"Omaha, NE: Eppley Airfield",24.00,5.00,3.00,0.45,0.06,0.00,1.49,1.00,0.00,737.00,473.00,108.00,8.00,0.00,148.00
2025,3,F9,Frontier Airlines,ONT,"Ontario, CA: Ontario International",206.00,50.00,14.84,0.00,15.02,0.00,20.14,2.00,0.00,2452.00,684.00,0.00,523.00,0.00,1245.00
2025,3,F9,Frontier Airlines,ORD,"Chicago, IL: Chicago O'Hare International",350.00,129.00,23.41,0.05,41.33,0.00,64.21,5.00,0.00,12044.00,3737.00,1.00,3382.00,0.00,4924.00
2025,3,F9,Frontier Airlines,ORF,"Norfolk, VA: Norfolk International",32.00,12.00,4.52,0.00,3.52,0.00,3.96,0.00,0.00,886.00,304.00,0.00,241.00,0.00,341.00
2025,3,F9,Frontier Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",156.00,41.00,7.96,0.00,17.47,0.00,15.57,4.00,0.00,3084.00,814.00,0.00,1249.00,0.00,1021.00
2025,3,F9,Frontier Airlines,PDX,"Portland, OR: Portland International",99.00,12.00,4.84,0.95,2.49,0.00,3.72,0.00,0.00,1058.00,438.00,72.00,176.00,0.00,372.00
2025,3,F9,Frontier Airlines,PHL,"Philadelphia, PA: Philadelphia International",879.00,244.00,58.95,2.42,66.05,0.00,116.57,25.00,2.00,25782.00,8137.00,99.00,3260.00,0.00,14286.00
2025,3,F9,Frontier Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",876.00,222.00,54.25,4.09,59.34,0.00,104.32,9.00,0.00,15475.00,4918.00,457.00,2006.00,0.00,8094.00
2025,3,F9,Frontier Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",14.00,3.00,0.37,0.00,0.53,0.00,2.10,1.00,0.00,253.00,29.00,0.00,42.00,0.00,182.00
2025,3,F9,Frontier Airlines,PNS,"Pensacola, FL: Pensacola International",16.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,32.00,0.00,0.00
2025,3,F9,Frontier Airlines,PSE,"Ponce, PR: Mercedita",13.00,4.00,1.67,0.00,1.09,0.00,1.24,0.00,0.00,189.00,103.00,0.00,31.00,0.00,55.00
2025,3,F9,Frontier Airlines,PSP,"Palm Springs, CA: Palm Springs International",36.00,9.00,3.09,0.00,3.98,0.00,1.93,0.00,0.00,435.00,109.00,0.00,151.00,0.00,175.00
2025,3,F9,Frontier Airlines,PWM,"Portland, ME: Portland International Jetport",27.00,3.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,134.00,50.00,0.00,84.00,0.00,0.00
2025,3,F9,Frontier Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",268.00,60.00,19.92,0.00,9.76,0.00,30.31,8.00,0.00,3955.00,1134.00,0.00,445.00,0.00,2376.00
2025,3,F9,Frontier Airlines,RNO,"Reno, NV: Reno/Tahoe International",23.00,6.00,1.31,0.38,1.59,0.00,2.72,1.00,0.00,305.00,62.00,8.00,68.00,0.00,167.00
2025,3,F9,Frontier Airlines,RSW,"Fort Myers, FL: Southwest Florida International",332.00,62.00,19.76,0.19,23.73,0.00,18.32,13.00,9.00,4381.00,1391.00,3.00,1730.00,0.00,1257.00
2025,3,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",181.00,37.00,12.08,0.69,7.32,0.00,16.90,4.00,1.00,2514.00,967.00,39.00,397.00,0.00,1111.00
2025,3,F9,Frontier Airlines,SAT,"San Antonio, TX: San Antonio International",50.00,11.00,6.88,0.00,1.81,0.00,2.31,0.00,0.00,570.00,350.00,0.00,52.00,0.00,168.00
2025,3,F9,Frontier Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",13.00,6.00,1.61,0.00,1.00,0.00,3.39,1.00,0.00,667.00,172.00,0.00,244.00,0.00,251.00
2025,3,F9,Frontier Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",149.00,29.00,6.85,0.65,11.34,0.00,10.16,1.00,0.00,1342.00,383.00,17.00,311.00,0.00,631.00
2025,3,F9,Frontier Airlines,SFO,"San Francisco, CA: San Francisco International",387.00,105.00,15.14,0.36,57.63,0.00,31.87,7.00,0.00,7406.00,834.00,26.00,4192.00,0.00,2354.00
2025,3,F9,Frontier Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",84.00,25.00,7.22,0.00,6.92,0.00,10.86,1.00,0.00,1349.00,410.00,0.00,172.00,0.00,767.00
2025,3,F9,Frontier Airlines,SJU,"San Juan, PR: Luis Munoz Marin International",545.00,198.00,54.32,4.78,71.86,0.00,67.04,11.00,3.00,19335.00,7227.00,224.00,3481.00,0.00,8403.00
2025,3,F9,Frontier Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",269.00,35.00,7.23,1.00,10.94,0.00,15.83,2.00,1.00,2781.00,685.00,17.00,450.00,0.00,1629.00
2025,3,F9,Frontier Airlines,SMF,"Sacramento, CA: Sacramento International",56.00,2.00,0.55,0.00,0.26,0.00,1.19,0.00,0.00,141.00,18.00,0.00,10.00,0.00,113.00
2025,3,F9,Frontier Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",95.00,19.00,5.18,0.00,1.44,0.00,12.38,1.00,0.00,1326.00,277.00,0.00,84.00,0.00,965.00
2025,3,F9,Frontier Airlines,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",68.00,21.00,5.00,0.00,7.42,0.00,8.57,1.00,1.00,1197.00,178.00,0.00,521.00,0.00,498.00
2025,3,F9,Frontier Airlines,STL,"St. Louis, MO: St Louis Lambert International",78.00,17.00,6.76,0.00,3.92,0.00,6.33,1.00,0.00,1221.00,425.00,0.00,246.00,0.00,550.00
2025,3,F9,Frontier Airlines,SYR,"Syracuse, NY: Syracuse Hancock International",24.00,4.00,2.05,0.00,1.02,0.00,0.93,0.00,0.00,206.00,61.00,0.00,34.00,0.00,111.00
2025,3,F9,Frontier Airlines,TPA,"Tampa, FL: Tampa International",878.00,207.00,33.01,0.00,77.53,0.00,96.46,30.00,0.00,17551.00,2548.00,0.00,5839.00,0.00,9164.00
2025,3,F9,Frontier Airlines,TTN,"Trenton, NJ: Trenton Mercer",145.00,37.00,8.30,0.00,4.71,0.00,23.99,5.00,3.00,2096.00,458.00,0.00,173.00,0.00,1465.00
2025,3,F9,Frontier Airlines,TUS,"Tucson, AZ: Tucson International",13.00,4.00,2.84,0.00,0.32,0.00,0.85,0.00,0.00,376.00,263.00,0.00,6.00,0.00,107.00
2025,3,F9,Frontier Airlines,TYS,"Knoxville, TN: McGhee Tyson",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,F9,Frontier Airlines,XNA,"Fayetteville, AR: Northwest Arkansas National",12.00,3.00,2.59,0.00,0.00,0.00,0.41,0.00,0.00,194.00,185.00,0.00,0.00,0.00,9.00
2025,3,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",203.00,37.00,9.57,3.65,9.22,1.00,13.56,2.00,0.00,2560.00,453.00,252.00,709.00,16.00,1130.00
2025,3,G4,Allegiant Air,ALB,"Albany, NY: Albany International",57.00,5.00,1.92,0.00,0.56,0.00,2.52,1.00,0.00,368.00,123.00,0.00,11.00,0.00,234.00
2025,3,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",191.00,55.00,13.78,2.46,12.14,0.00,26.62,0.00,0.00,4019.00,1064.00,201.00,874.00,0.00,1880.00
2025,3,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",51.00,7.00,0.50,0.90,2.10,0.00,3.50,0.00,0.00,355.00,16.00,98.00,111.00,0.00,130.00
2025,3,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",308.00,80.00,14.48,1.12,22.02,0.00,42.38,3.00,0.00,8044.00,1970.00,46.00,1294.00,0.00,4734.00
2025,3,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",840.00,177.00,41.23,12.41,61.89,0.00,61.46,2.00,0.00,9989.00,3326.00,1091.00,2134.00,0.00,3438.00
2025,3,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",92.00,14.00,6.24,1.00,3.97,0.00,2.79,0.00,1.00,1104.00,298.00,46.00,574.00,0.00,186.00
2025,3,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",32.00,5.00,0.19,1.00,0.87,0.00,2.94,0.00,0.00,217.00,12.00,36.00,24.00,0.00,145.00
2025,3,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",73.00,8.00,1.62,1.00,3.38,0.00,2.00,0.00,0.00,416.00,172.00,88.00,84.00,0.00,72.00
2025,3,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",105.00,9.00,1.70,0.78,2.30,0.27,3.95,0.00,0.00,476.00,43.00,32.00,72.00,10.00,319.00
2025,3,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB MidAmerica St Louis",145.00,39.00,12.59,1.78,10.27,0.00,14.36,0.00,0.00,2465.00,936.00,146.00,419.00,0.00,964.00
2025,3,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",18.00,2.00,1.14,0.00,0.86,0.00,0.00,0.00,0.00,58.00,33.00,0.00,25.00,0.00,0.00
2025,3,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",184.00,39.00,6.07,3.78,6.99,0.00,22.16,1.00,1.00,3075.00,372.00,268.00,683.00,0.00,1752.00
2025,3,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",25.00,7.00,1.19,1.00,4.25,0.00,0.55,0.00,0.00,240.00,28.00,100.00,99.00,0.00,13.00
2025,3,G4,Allegiant Air,BOS,"Boston, MA: Logan International",33.00,2.00,1.75,0.00,0.25,0.00,0.00,0.00,0.00,162.00,154.00,0.00,8.00,0.00,0.00
2025,3,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",47.00,5.00,2.65,0.00,1.66,0.00,0.69,1.00,0.00,287.00,127.00,0.00,75.00,0.00,85.00
2025,3,G4,Allegiant Air,CAK,"Akron, OH: Akron-Canton Regional",77.00,22.00,8.76,0.95,6.65,0.00,5.64,0.00,0.00,2576.00,1057.00,190.00,527.00,0.00,802.00
2025,3,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",39.00,8.00,3.32,0.00,1.09,0.00,3.59,1.00,0.00,542.00,239.00,0.00,52.00,0.00,251.00
2025,3,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",9.00,2.00,1.19,0.00,0.08,0.00,0.73,0.00,0.00,116.00,77.00,0.00,4.00,0.00,35.00
2025,3,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",138.00,25.00,9.44,2.40,8.18,0.89,4.09,0.00,0.00,1833.00,812.00,283.00,546.00,31.00,161.00
2025,3,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",18.00,7.00,3.43,0.11,2.05,0.00,1.40,0.00,0.00,228.00,83.00,11.00,51.00,0.00,83.00
2025,3,G4,Allegiant Air,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",27.00,7.00,4.35,0.00,0.00,0.00,2.65,0.00,0.00,324.00,216.00,0.00,0.00,0.00,108.00
2025,3,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",390.00,103.00,22.09,1.77,25.42,0.00,53.73,2.00,0.00,10339.00,2562.00,213.00,2543.00,0.00,5021.00
2025,3,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",27.00,10.00,3.27,0.31,2.95,0.00,3.47,0.00,0.00,717.00,90.00,52.00,384.00,0.00,191.00
2025,3,G4,Allegiant Air,DEN,"Denver, CO: Denver International",27.00,4.00,2.00,0.07,0.00,0.00,1.93,1.00,0.00,394.00,305.00,2.00,0.00,0.00,87.00
2025,3,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",205.00,44.00,11.49,4.13,12.04,0.00,16.33,10.00,0.00,2922.00,401.00,242.00,950.00,0.00,1329.00
2025,3,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",49.00,8.00,3.17,0.00,3.34,0.00,1.48,0.00,0.00,226.00,120.00,0.00,67.00,0.00,39.00
2025,3,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",34.00,5.00,3.22,0.00,1.01,0.00,0.77,1.00,0.00,211.00,175.00,0.00,19.00,0.00,17.00
2025,3,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",18.00,7.00,1.17,0.35,1.64,0.00,3.84,0.00,0.00,395.00,41.00,17.00,64.00,0.00,273.00
2025,3,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",50.00,5.00,1.58,2.00,1.42,0.00,0.00,0.00,0.00,330.00,110.00,160.00,60.00,0.00,0.00
2025,3,G4,Allegiant Air,EYW,"Key West, FL: Key West International",81.00,23.00,5.61,1.00,10.03,0.00,6.37,0.00,0.00,1158.00,183.00,20.00,512.00,0.00,443.00
2025,3,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",108.00,13.00,6.11,0.00,5.15,0.00,1.75,0.00,0.00,526.00,315.00,0.00,176.00,0.00,35.00
2025,3,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",57.00,6.00,3.11,0.00,0.81,0.00,2.08,0.00,0.00,222.00,130.00,0.00,31.00,0.00,61.00
2025,3,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",452.00,120.00,25.83,4.13,39.25,1.00,49.79,4.00,2.00,16644.00,5396.00,1246.00,4380.00,37.00,5585.00
2025,3,G4,Allegiant Air,FNT,"Flint, MI: Bishop International",224.00,42.00,7.81,2.33,17.16,0.00,14.70,1.00,1.00,4492.00,759.00,162.00,2114.00,0.00,1457.00
2025,3,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",129.00,14.00,5.78,0.00,4.55,0.00,3.67,0.00,0.00,804.00,386.00,0.00,241.00,0.00,177.00
2025,3,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International",112.00,16.00,4.78,0.00,4.11,0.00,7.11,0.00,0.00,927.00,399.00,0.00,156.00,0.00,372.00
2025,3,G4,Allegiant Air,GEG,"Spokane, WA: Spokane International",18.00,3.00,0.75,0.00,2.25,0.00,0.00,0.00,0.00,48.00,12.00,0.00,36.00,0.00,0.00
2025,3,G4,Allegiant Air,GFK,"Grand Forks, ND: Grand Forks International",31.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,36.00,0.00,0.00,36.00,0.00,0.00
2025,3,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional",27.00,4.00,0.04,1.00,0.00,0.00,2.96,0.00,0.00,106.00,1.00,17.00,0.00,0.00,88.00
2025,3,G4,Allegiant Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",295.00,54.00,14.41,3.78,17.94,0.00,17.87,0.00,0.00,4226.00,948.00,238.00,1670.00,0.00,1370.00
2025,3,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",17.00,7.00,3.91,1.00,1.14,0.00,0.94,0.00,0.00,363.00,129.00,94.00,25.00,0.00,115.00
2025,3,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",36.00,18.00,4.00,0.66,4.25,0.00,9.10,1.00,0.00,1445.00,351.00,63.00,336.00,0.00,695.00
2025,3,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International",22.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,22.00
2025,3,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",22.00,8.00,2.24,0.00,2.32,0.00,3.44,0.00,0.00,973.00,66.00,0.00,782.00,0.00,125.00
2025,3,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",28.00,3.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,275.00,0.00,235.00,40.00,0.00,0.00
2025,3,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",24.00,13.00,2.51,0.39,2.26,0.00,7.85,0.00,0.00,732.00,83.00,19.00,75.00,0.00,555.00
2025,3,G4,Allegiant Air,IAD,"Washington, DC: Washington Dulles International",26.00,3.00,0.45,0.00,0.15,0.00,2.40,1.00,0.00,391.00,51.00,0.00,27.00,0.00,313.00
2025,3,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",67.00,12.00,3.07,0.00,7.00,0.00,1.93,0.00,0.00,830.00,127.00,0.00,640.00,0.00,63.00
2025,3,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",30.00,5.00,1.26,1.00,0.27,0.00,2.47,0.00,0.00,241.00,96.00,58.00,32.00,0.00,55.00
2025,3,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",48.00,11.00,2.02,0.00,3.14,0.00,5.85,0.00,0.00,348.00,101.00,0.00,62.00,0.00,185.00
2025,3,G4,Allegiant Air,IND,"Indianapolis, IN: Indianapolis International",173.00,39.00,9.42,1.70,12.65,0.00,15.23,0.00,0.00,4835.00,1716.00,109.00,1134.00,0.00,1876.00
2025,3,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International",78.00,21.00,5.97,0.45,4.34,0.00,10.24,0.00,0.00,2073.00,478.00,28.00,431.00,0.00,1136.00
2025,3,G4,Allegiant Air,LAS,"Las Vegas, NV: Harry Reid International",672.00,118.00,22.59,6.04,51.37,0.23,37.77,2.00,0.00,9803.00,3590.00,565.00,3451.00,7.00,2190.00
2025,3,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",54.00,4.00,1.09,0.00,0.82,0.00,2.08,0.00,0.00,150.00,29.00,0.00,14.00,0.00,107.00
2025,3,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International",102.00,25.00,7.50,1.02,4.91,0.31,11.26,0.00,0.00,1638.00,440.00,82.00,412.00,11.00,693.00
2025,3,G4,Allegiant Air,LEX,"Lexington, KY: Blue Grass",63.00,24.00,4.76,1.17,10.98,0.88,6.21,0.00,0.00,1811.00,438.00,58.00,917.00,29.00,369.00
2025,3,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",9.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,126.00,126.00,0.00,0.00,0.00,0.00
2025,3,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",18.00,5.00,1.48,0.00,2.26,0.00,1.26,0.00,0.00,514.00,208.00,0.00,226.00,0.00,80.00
2025,3,G4,Allegiant Air,MCO,"Orlando, FL: Orlando International",46.00,6.00,1.31,0.00,2.58,0.00,2.11,0.00,2.00,531.00,61.00,0.00,344.00,0.00,126.00
2025,3,G4,Allegiant Air,MDT,"Harrisburg, PA: Harrisburg International",103.00,24.00,4.36,1.33,10.13,0.00,8.17,0.00,0.00,1749.00,119.00,339.00,886.00,0.00,405.00
2025,3,G4,Allegiant Air,MDW,"Chicago, IL: Chicago Midway International",38.00,8.00,1.00,1.00,4.05,0.00,1.95,0.00,0.00,531.00,57.00,26.00,364.00,0.00,84.00
2025,3,G4,Allegiant Air,MEM,"Memphis, TN: Memphis International",44.00,6.00,2.33,0.88,1.59,0.00,1.19,0.00,0.00,627.00,165.00,53.00,357.00,0.00,52.00
2025,3,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",58.00,3.00,0.00,0.00,2.50,0.00,0.50,0.00,0.00,103.00,0.00,0.00,94.00,0.00,9.00
2025,3,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford",18.00,6.00,2.93,0.00,0.90,0.00,2.17,1.00,0.00,274.00,109.00,0.00,18.00,0.00,147.00
2025,3,G4,Allegiant Air,MLB,"Melbourne, FL: Melbourne Orlando International",27.00,6.00,3.16,0.00,1.84,0.00,1.00,0.00,0.00,425.00,279.00,0.00,110.00,0.00,36.00
2025,3,G4,Allegiant Air,MLI,"Moline, IL: Quad Cities International",62.00,14.00,8.66,0.46,4.40,0.00,0.48,0.00,0.00,1184.00,431.00,64.00,669.00,0.00,20.00
2025,3,G4,Allegiant Air,MOT,"Minot, ND: Minot International",45.00,10.00,4.09,0.85,3.05,0.00,2.00,0.00,0.00,337.00,137.00,29.00,75.00,0.00,96.00
2025,3,G4,Allegiant Air,MRY,"Monterey, CA: Monterey Regional",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,G4,Allegiant Air,MSO,"Missoula, MT: Missoula Montana",30.00,9.00,4.63,0.10,1.35,0.00,2.91,0.00,1.00,416.00,282.00,10.00,45.00,0.00,79.00
2025,3,G4,Allegiant Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",49.00,5.00,1.00,0.00,2.96,0.00,1.04,0.00,0.00,336.00,24.00,0.00,110.00,0.00,202.00
2025,3,G4,Allegiant Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",9.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,38.00,0.00,0.00,0.00,0.00
2025,3,G4,Allegiant Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",44.00,6.00,0.31,1.00,2.01,0.00,2.68,3.00,3.00,383.00,40.00,22.00,45.00,0.00,276.00
2025,3,G4,Allegiant Air,OAK,"Oakland, CA: Metro Oakland International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
